0.207552	0.009406	2.020211	0.573483	0.002190	2.585199	0.277197	0.661428	0.053289	0.204608	0.615663	0.086718	0.006778	0.127439	0.174061	1.652326	0.396324	0.067742	0.126082	0.358539	0.012573	0.034580	0.188966	0.005096	0.218354	0.157017	2.167359	0.566541	0.000560	2.487860	0.261839	0.852470	0.793554	0.217940	0.006813	0.224228	0.011625	0.379467	0.142407	3.997328	3.660698	2.542614	0.365804	0.323240	0.011092	0.086126	0.157244	0.157477	0.218694	0.157487	2.173968	0.565973	0.000505	2.483474	1.996780	0.112180	0.571612	0.902139	0.341221	0.375607	0.011858	0.381250	0.141089	0.792674	0.023324	0.034273	0.167324	0.321615	0.148038	0.089417	0.155869	0.096103
0.000185	0.140434	1.607218	0.114104	0.374235	1.893155	0.049560	0.009248	0.015070	0.087573	0.112583	0.144445	0.379150	0.017982	0.318980	0.962006	1.349458	0.651756	0.005919	0.032637	0.098265	0.106308	0.020472	0.023378	0.000657	0.443402	1.752627	0.110821	0.401628	1.792422	0.043011	0.000673	0.315188	0.079062	0.296776	0.310713	0.409573	0.017685	0.364403	3.898941	3.999936	3.495621	1.002016	0.022246	0.276744	0.047858	0.010846	0.376827	0.000676	0.444162	1.759211	0.110554	0.403058	1.787926	1.387405	1.407953	1.145815	0.055630	1.025680	0.280543	0.410877	0.018090	0.366457	0.296789	0.539265	0.146113	0.673859	0.021804	0.626998	0.045446	0.010480	0.280186
0.048563	0.037267	3.817818	0.000014	0.403769	0.587260	0.011316	0.073131	0.221998	0.059216	0.016180	0.041145	0.041827	0.678869	0.149395	0.220306	0.072618	0.037475	0.157385	0.010084	0.034245	0.085149	0.142226	0.013929	0.053973	0.011766	3.874273	0.000075	0.432083	0.517561	0.008295	0.152787	1.215162	0.066630	0.946728	0.146933	0.052847	1.122348	0.120102	3.288761	3.145082	1.641642	0.318407	0.004738	0.001039	0.158781	0.114747	0.123180	0.054146	0.011897	3.876577	0.000082	0.433561	0.514530	1.169971	0.761184	0.275446	0.574486	1.911189	0.490144	0.053339	1.125080	0.118889	0.000000	0.047017	0.396163	0.135031	0.004535	0.097814	0.163196	0.113567	0.069591
0.423139	0.249560	1.308748	0.008106	0.000718	0.001792	0.006147	0.000003	0.646402	2.400519	0.431725	0.169926	0.110943	0.121344	0.638482	0.585367	0.696677	0.320628	0.508466	0.238814	1.522052	0.010401	0.001804	0.838168	0.438051	0.616341	1.448762	0.007238	0.000013	0.008617	0.008781	0.015335	1.897033	2.429677	0.047935	0.346746	0.094798	0.369239	0.699141	3.695287	3.864314	3.109109	0.058422	0.269652	1.114136	0.000039	0.006638	0.226063	0.438519	0.617215	1.455141	0.007169	0.000006	0.009041	0.849668	1.223942	0.032060	3.341250	0.509116	0.247957	0.094146	0.371001	0.701850	0.096396	0.137860	0.016281	0.001585	0.271151	0.650436	0.000141	0.006930	0.314346
0.003999	0.509420	1.927654	0.173639	0.000837	1.106719	1.338520	1.285970	0.192402	0.025039	0.047893	1.455540	0.047223	0.093155	0.003028	0.535009	0.071661	1.061827	0.022087	0.111695	0.000263	0.400086	0.719164	0.428588	0.005664	0.973273	2.074965	0.169614	0.002711	1.017481	1.367509	1.063652	0.062011	0.020557	0.431845	1.115290	0.036835	0.320192	0.009147	3.655675	3.142132	0.246749	0.639445	0.133471	0.040395	0.279732	0.780053	0.038322	0.005721	0.974312	2.081593	0.169286	0.002836	1.013546	0.038800	3.447190	1.756844	0.139003	1.237792	3.198771	0.036426	0.321843	0.009491	0.075396	0.047796	1.916328	0.372449	0.134545	0.228908	0.274029	0.782864	0.080283
0.195671	0.034387	0.134269	0.017515	0.008786	1.481777	0.470150	0.029214	0.001153	0.774576	0.009920	0.003829	0.123877	0.002980	0.022425	0.005894	0.001261	0.083215	0.000108	0.002178	0.002124	0.002344	0.029841	0.002537	0.206179	0.233055	0.192359	0.016228	0.013653	1.384875	0.450597	0.002398	0.417487	0.798268	0.900134	0.059436	0.142168	0.045065	0.036195	2.298148	2.598268	1.455475	0.854611	0.006125	0.069110	0.003586	0.017915	0.265611	0.206511	0.233622	0.195207	0.016125	0.013932	1.380575	2.329467	1.552618	0.988679	1.748548	1.855992	0.689909	0.142965	0.045709	0.036873	0.295116	0.267429	0.517530	0.548303	0.006361	0.290217	0.004290	0.017445	0.184604
0.011113	0.203622	0.657619	0.221604	0.101934	1.630267	0.030876	0.992543	0.345780	0.141131	0.013614	0.072888	0.103624	0.017316	0.064081	1.476599	1.358939	0.034155	0.677114	0.207755	0.068130	0.100667	0.059206	0.043401	0.013790	0.546248	0.770385	0.217082	0.117030	1.531467	0.025744	1.210571	0.009028	0.152335	0.567142	0.202002	0.120455	0.157073	0.086089	3.998529	3.999831	1.658998	0.015197	0.236708	0.225384	0.179522	0.079524	0.068345	0.013878	0.547080	0.775624	0.216714	0.117833	1.527073	1.298368	0.017184	2.065466	0.774636	1.431062	0.404978	0.121190	0.158256	0.087126	0.654163	0.546127	0.385694	0.006257	0.238118	0.551878	0.184203	0.080517	0.030184
0.010978	0.125740	0.678398	0.054661	0.021565	0.585901	0.647619	0.298726	0.002275	0.003840	0.045043	0.044163	0.283987	0.059620	0.015801	1.805807	2.846091	0.419155	3.400224	2.679742	0.135769	0.183100	0.432613	0.822228	0.013639	0.417999	0.792473	0.052380	0.015316	0.516273	0.670347	0.439528	0.522523	0.005908	0.440134	0.000785	0.258334	0.256528	0.027637	3.983337	3.427293	3.246724	1.610789	2.738859	0.023372	0.284114	0.385350	0.217072	0.013726	0.418739	0.797768	0.052195	0.015024	0.513245	0.043189	0.372785	0.851298	0.344160	1.250104	1.144840	0.257279	0.258020	0.028230	0.919704	1.898528	0.045151	2.013246	2.741631	0.016560	0.289913	0.383260	0.303851
0.318317	0.185809	1.311861	0.298463	1.887746	0.698522	0.602737	0.349911	0.488339	0.653436	0.050128	0.140614	0.633924	0.022891	0.309570	2.029774	1.904148	0.032217	0.108271	0.490329	1.716366	0.062921	0.335724	0.002991	0.331460	0.518130	1.451950	0.303703	1.933988	0.623483	0.580982	0.224501	1.671451	0.675624	0.425561	0.305204	0.671641	0.172781	0.354401	3.942050	3.915709	1.669528	0.396838	0.449616	1.295725	0.128073	0.293728	0.269938	0.331874	0.518943	1.458333	0.304134	1.936365	0.620207	2.519821	2.404757	0.085127	1.592454	1.228410	0.285844	0.673248	0.174019	0.356429	1.114837	0.979449	0.379411	0.189122	0.447733	0.802953	0.132058	0.291881	0.188254
0.008768	0.000001	3.047734	0.015161	0.240478	1.188685	1.276859	0.198255	2.188182	0.160588	0.135517	0.087973	3.031796	0.020031	0.001571	0.450486	0.978674	0.517524	0.064723	1.650263	0.325822	0.172469	0.065935	0.611311	0.006662	0.089866	3.170286	0.013965	0.262954	1.097391	1.305506	0.105895	0.874566	0.149090	0.263006	0.226208	2.987745	0.164907	0.006442	3.580102	3.961452	0.678006	0.491535	1.712684	0.129123	0.095351	0.047541	0.109477	0.006601	0.090225	3.175659	0.013869	0.264134	1.093359	0.026977	2.104536	3.783244	0.016867	0.968395	0.373106	2.985875	0.166118	0.006731	0.044399	0.292113	1.242389	0.258267	1.715638	0.006316	0.091954	0.046776	0.174334
0.006620	0.341476	1.022879	0.026989	0.021422	0.021575	0.429395	0.069848	0.036010	0.120840	0.073206	0.011529	1.098105	1.178626	0.003082	1.549520	2.637191	0.091749	1.853663	0.056316	0.309439	0.065146	0.213304	0.210427	0.008719	0.748776	1.153975	0.025387	0.028708	0.038897	0.448545	0.020389	0.246612	0.110845	1.201816	0.083477	1.143946	1.689407	0.009241	3.999999	3.575622	1.427454	0.270509	0.072184	0.579951	0.131213	0.179609	0.000065	0.008790	0.749720	1.159991	0.025258	0.029111	0.039789	0.134480	1.737428	1.269200	0.033773	2.199053	0.622479	1.145889	1.692410	0.009586	0.710720	1.674822	0.537276	0.507826	0.072981	1.027611	0.135245	0.178143	0.006426
