-0.459614	0.097023	-1.580902	0.776660	0.046802	1.867741	-0.532774	-0.837549	-0.231361	-0.456284	0.806307	0.295554	-0.082353	0.358910	0.420293	1.396071	0.640431	0.261014	0.356972	-0.608108	-0.112190	0.186227	0.438200	-0.071401	-0.471642	-0.204847	-1.654574	0.771695	0.023657	1.817212	-0.517456	-0.715396	0.460539	-0.471188	-0.082564	0.478067	-0.107871	0.091630	0.379644	-3.089891	2.550530	1.845547	-0.614437	-0.639723	-0.329747	0.294535	0.399185	0.399484	-0.472017	-0.205452	-1.657890	0.771288	0.022468	1.814952	-1.569186	-2.011616	-1.238046	-0.989712	-0.592782	-0.622889	-0.108946	0.090110	0.377862	0.922708	0.152870	-0.185394	-0.411959	-0.641215	-0.611550	0.300152	0.397412	0.311260
-0.013595	0.376974	-1.373120	0.339420	-0.621712	1.517348	-0.223082	0.096203	0.122836	0.297018	0.337128	0.382384	-0.625919	-0.134198	-0.572573	1.025119	1.239498	0.831021	-0.076952	-0.180903	0.314770	-0.327511	0.143204	0.153048	-0.025624	0.075104	-1.446792	0.334455	-0.644856	1.466820	-0.207764	0.218355	0.814736	0.282114	-0.551743	0.564897	-0.651437	-0.401478	-0.613221	2.822342	-3.133589	2.415554	-1.048361	-0.212519	0.097213	-0.219202	0.104189	0.623934	-0.025998	0.074499	-1.450109	0.334048	-0.646045	1.464560	-1.259495	-1.077865	-0.883849	-0.236410	-1.061961	-0.536059	-0.652511	-0.402998	-0.615003	0.551756	0.751937	0.384613	-0.845883	-0.214011	-0.184590	-0.213586	0.102417	0.535709
-0.220818	-0.193348	-2.711456	-0.003677	-0.646635	0.786439	-0.106425	-0.271259	-0.475637	-0.243947	-0.127287	0.203191	-0.204876	0.849225	0.388964	0.473787	0.270299	-0.193889	0.399366	-0.100461	-0.185319	0.292849	0.379400	-0.118089	-0.232847	-0.495218	-2.785128	-0.008642	-0.669780	0.735911	-0.091107	-0.149107	0.216262	-0.258851	-1.016158	0.385704	-0.230393	0.581945	0.348316	2.271009	2.180398	1.390644	-0.572043	-0.132076	-0.402876	0.401157	0.340384	0.352797	-0.233221	-0.495823	-2.788445	-0.009049	-0.670969	0.733651	-1.142837	-1.445326	-1.482322	-0.777375	-1.526376	-0.715252	-0.231468	0.580425	0.346534	0.000424	-0.217262	-0.640296	-0.369565	-0.133569	-0.684679	0.406774	0.338612	0.264572
-0.662543	0.504906	-1.217891	0.090065	0.026800	-0.042330	0.078423	-0.001763	-0.827391	-1.772419	0.669491	0.415196	0.334641	0.350131	-0.821998	0.785101	0.861023	0.574091	0.729111	0.493684	-1.329487	-0.102032	-0.042481	-0.950943	-0.674572	0.203036	-1.291563	0.085100	0.003656	-0.092859	0.093741	0.120390	-0.135491	-1.787323	-0.219380	0.597709	0.309123	0.082851	-0.862646	2.582324	2.771122	2.158624	-0.242298	0.462069	-1.547044	0.006277	-0.081497	-0.480057	-0.674947	0.202431	-1.294879	0.084693	0.002466	-0.095119	-0.957990	-1.175830	-1.834076	-2.305847	-0.729598	-0.503247	0.308048	0.081331	-0.864428	0.311738	0.373462	0.127683	-0.039820	0.460576	-1.828847	0.011894	-0.083269	-0.568282
-0.063249	0.729827	-1.534616	0.419775	-0.028928	1.107789	1.233709	1.205726	0.442232	0.158404	0.219283	-1.295087	0.217738	0.306410	-0.055030	0.748816	0.268501	-1.082540	0.148754	0.335784	-0.016232	-0.643573	-0.875754	-0.666960	-0.075278	0.427957	-1.608287	0.414810	-0.052073	1.057261	1.249027	1.327878	1.134131	0.143500	-0.669588	-1.112574	0.192221	0.039130	-0.095679	2.546038	2.178600	0.501993	-0.822655	0.304169	-0.233789	-0.535264	-0.914769	-0.196074	-0.075653	0.427352	-1.611604	0.414403	-0.053262	1.055001	0.197296	0.031659	-0.564454	-0.375025	-1.179806	-2.213530	0.191146	0.037610	-0.097461	0.275453	-0.219060	-1.528948	-0.620177	0.302676	-0.515592	-0.529647	-0.916542	-0.284299
-0.446035	0.185703	-0.368509	0.132441	-0.093767	1.308694	-0.699872	0.171130	0.033964	-0.911309	-0.099641	0.061889	-0.353805	-0.054594	-0.149889	-0.076794	-0.035517	-0.289480	0.010402	0.046670	0.046094	-0.048415	0.172962	0.050370	-0.458064	-0.116167	-0.442181	0.127476	-0.116912	1.258166	-0.684554	0.293282	0.725863	-0.926212	-0.988512	0.244402	-0.379322	-0.321874	-0.190537	1.720428	1.874581	1.295053	-0.961007	0.015055	-0.171463	0.059893	0.133947	0.521256	-0.458439	-0.116772	-0.445497	0.127069	-0.118101	1.255905	-1.736284	-1.002938	-0.972721	-1.444737	-1.498730	-0.856554	-0.380397	-0.323394	-0.192319	-0.550157	-0.523079	-0.735888	-0.758529	0.013562	-0.453266	0.065510	0.132174	0.433031
-0.105469	0.455164	-0.834983	0.475207	-0.320642	1.384860	-0.175941	-1.042887	0.596850	-0.377919	0.116745	0.270805	-0.323314	0.131685	-0.253823	1.306012	1.244507	-0.185075	0.848055	0.459842	0.261764	0.318627	-0.243927	-0.208706	-0.117498	0.153294	-0.908655	0.470242	-0.343787	1.334332	-0.160623	-0.920734	1.288750	-0.392822	-0.772126	0.453318	-0.348831	-0.135595	-0.294472	3.103235	-3.128579	1.399458	-0.123354	0.428227	0.044207	0.426936	-0.282942	0.262179	-0.117872	0.152689	-0.911972	0.469834	-0.344976	1.332072	-1.212354	-2.216954	-0.409835	-0.911347	-1.282344	-0.647638	-0.349906	-0.137115	-0.296254	0.832649	0.756946	-0.631483	0.079124	0.426734	-0.237596	0.432553	-0.284715	0.173955
-0.104823	0.356483	-0.848911	0.234334	0.146984	0.785479	0.828217	-0.553601	-0.047700	-0.061979	0.212633	-0.210539	0.539420	0.244782	-0.125786	1.473547	2.007600	0.659298	2.346351	1.917576	-0.370586	0.431236	0.670206	-0.941116	-0.116852	0.054613	-0.922582	0.229369	0.123839	0.734951	0.843535	-0.431448	0.644200	-0.076883	-0.676238	-0.028026	0.513902	-0.022497	-0.166434	-3.012416	-2.365487	2.243831	1.374941	1.885961	-0.588143	0.539545	0.631191	-0.470231	-0.117227	0.054008	-0.925899	0.228962	0.122650	0.732691	-0.208196	-1.727668	-1.054385	-0.595407	-1.186456	-1.128982	0.512827	-0.024017	-0.168216	1.000184	1.520039	0.212890	1.577419	1.884468	-0.869946	0.545161	0.629419	-0.558455
-0.571961	0.434465	-1.219549	-0.553351	-1.514640	0.862239	-0.797313	0.600515	-0.713875	-0.832158	0.224362	0.377218	-0.818882	0.151442	-0.563829	1.585684	1.522852	-0.179734	0.330548	-0.715393	-1.428500	0.251502	0.587844	0.054699	-0.583989	0.132595	-1.293221	-0.558316	-1.537784	0.811711	-0.781995	0.722668	-0.021975	-0.847062	-0.664509	0.559731	-0.844400	-0.115838	-0.604477	-2.900279	-2.850234	1.404799	-0.640862	-0.747008	-1.646057	0.359811	0.548829	0.525584	-0.584364	0.131990	-1.296537	-0.558723	-1.538973	0.809450	-1.833726	-0.573552	-1.720560	-1.365586	-1.174727	-0.541225	-0.845475	-0.117357	-0.606259	1.112321	1.035291	-0.626142	-0.438384	-0.748501	-1.927860	0.365427	0.547057	0.437360
0.093673	-0.000960	-2.122181	0.123209	-0.495437	1.153098	1.200844	0.449021	1.665027	0.403465	0.370237	0.297701	2.112852	0.141651	-0.039636	0.684466	1.034841	-0.735883	0.255097	1.395024	-0.578856	-0.418338	0.257488	-0.803288	0.081644	-0.302830	-2.195853	0.118244	-0.518582	1.102570	1.216162	0.571173	2.356926	0.388562	-0.518634	0.480214	2.087334	-0.125629	-0.080285	2.481688	2.944939	0.848650	-0.716312	1.363409	-0.796413	-0.310029	0.218473	-0.332402	0.081270	-0.303435	-2.199169	0.117836	-0.519771	1.100309	0.164432	-0.725046	0.658342	-0.129963	-1.028852	-0.620742	2.086259	-0.127149	-0.082067	0.211103	0.547280	-1.182291	-0.513834	1.361916	-1.078216	-0.304412	0.216701	-0.420627
-0.081383	0.593011	-1.060357	0.164468	-0.146494	-0.147015	0.667611	0.265063	0.190049	0.349395	-0.271399	0.107425	-1.102970	1.147589	-0.055519	1.343607	1.895044	-0.304071	1.497562	0.237871	0.563706	0.255935	0.466055	-0.462844	-0.093412	0.291140	-1.134029	0.159503	-0.169638	-0.197543	0.682929	0.387216	0.881948	0.334491	-1.160270	0.289938	-1.128488	0.880309	-0.096167	3.140829	-2.478043	1.280462	0.526153	0.206256	0.346149	0.364244	0.427040	0.008042	-0.093787	0.290535	-1.137346	0.159096	-0.170827	-0.199804	-0.368801	-0.909004	-0.816636	-0.184033	-1.670488	-0.811018	-1.129562	0.878789	-0.097949	0.870244	1.407482	-0.750479	0.728631	0.204763	0.064346	0.369861	0.425268	-0.080183
